,Delta,Energy,Delta E
125,0.5775356580032136,-3.75,0.0019999999999997797
126,0.5773213946732091,-3.748,0.0019999999999997797
127,0.5771069380284486,-3.746,0.002000000000000224
128,0.5768922874539183,-3.7439999999999998,0.002000000000000224
129,0.5766774423352445,-3.742,0.0019999999999997797
130,0.5764624020491311,-3.74,0.0019999999999997797
131,0.5762471659750559,-3.738,0.002000000000000224
132,0.5760317334881344,-3.7359999999999998,0.002000000000000224
133,0.5758161039598437,-3.734,0.0019999999999997797
134,0.575600276757098,-3.732,0.0019999999999997797
135,0.5753842512512178,-3.73,0.002000000000000224
136,0.5751680267986534,-3.7279999999999998,0.002000000000000224
137,0.5749516027612125,-3.726,0.0019999999999997797
138,0.5747349784952077,-3.724,0.0019999999999997797
139,0.5745181533537429,-3.722,0.002000000000000224
140,0.5743011266888296,-3.7199999999999998,0.002000000000000224
141,0.5740838978438301,-3.718,0.0019999999999997797
142,0.5738664661640485,-3.716,0.0019999999999997797
143,0.5736488309882501,-3.714,0.002000000000000224
144,0.5734309916578777,-3.7119999999999997,0.002000000000000224
145,0.5732129475047193,-3.71,0.0019999999999997797
146,0.5729946978614453,-3.708,0.0019999999999997797
147,0.5727762420520794,-3.706,0.002000000000000224
148,0.5725575794024306,-3.704,0.0019999999999997797
149,0.572338709233337,-3.702,0.002000000000000224
150,0.5721196308629946,-3.7,0.0019999999999997797
151,0.5719003436031425,-3.698,0.002000000000000224
152,0.5716808467704895,-3.696,0.0019999999999997797
153,0.5714611396663795,-3.694,0.002000000000000224
154,0.571241221596981,-3.692,0.0019999999999997797
155,0.5710210918626333,-3.69,0.002000000000000224
156,0.5708007497602691,-3.688,0.0019999999999997797
157,0.5705801945854321,-3.686,0.002000000000000224
158,0.5703594256244063,-3.684,0.0019999999999997797
159,0.5701384421653448,-3.682,0.002000000000000224
160,0.5699172434893949,-3.68,0.0019999999999997797
161,0.5696958288796393,-3.678,0.002000000000000224
162,0.5694741976096573,-3.676,0.0019999999999997797
163,0.5692523489536159,-3.674,0.002000000000000224
164,0.5690302821757693,-3.672,0.0019999999999997797
165,0.5688079965431427,-3.67,0.002000000000000224
166,0.5685854913164141,-3.668,0.0019999999999997797
167,0.5683627657531727,-3.666,0.002000000000000224
168,0.568139819104932,-3.664,0.0019999999999997797
169,0.5679166506267805,-3.662,0.002000000000000224
170,0.5676932595593505,-3.66,0.0019999999999997797
171,0.567469645146494,-3.658,0.002000000000000224
172,0.5672458066264621,-3.656,0.0019999999999997797
173,0.5670217432335651,-3.654,0.002000000000000224
174,0.5667974542003761,-3.652,0.0019999999999997797
175,0.5665729387494243,-3.65,0.002000000000000224
176,0.5663481961055183,-3.648,0.0019999999999997797
177,0.5661232254848751,-3.646,0.002000000000000224
178,0.5658980261064156,-3.644,0.0019999999999997797
179,0.5656725971783877,-3.642,0.002000000000000224
180,0.5654469379095574,-3.64,0.0019999999999997797
181,0.5652210474983286,-3.638,0.002000000000000224
182,0.5649949251449454,-3.636,0.0019999999999997797
183,0.5647685700437168,-3.634,0.002000000000000224
184,0.5645419813844397,-3.632,0.0019999999999997797
185,0.5643151583514621,-3.63,0.002000000000000224
186,0.5640881001316733,-3.628,0.0019999999999997797
187,0.5638608058969019,-3.626,0.002000000000000224
188,0.5636332748218662,-3.624,0.0019999999999997797
189,0.5634055060756189,-3.622,0.002000000000000224
190,0.5631774988227648,-3.62,0.0019999999999997797
191,0.5629492522247672,-3.618,0.002000000000000224
192,0.5627207654335314,-3.616,0.0019999999999997797
193,0.5624920376027388,-3.614,0.002000000000000224
194,0.5622630678769622,-3.612,0.0019999999999997797
195,0.5620338554025087,-3.61,0.002000000000000224
196,0.5618043993148343,-3.608,0.0019999999999997797
197,0.5615746987495922,-3.606,0.002000000000000224
198,0.5613447528315425,-3.604,0.0019999999999997797
199,0.5611145606864265,-3.602,0.002000000000000224
200,0.5608841214340503,-3.6,0.0019999999999997797
201,0.5606534341888287,-3.598,0.002000000000000224
202,0.5604224980628308,-3.596,0.0019999999999997797
203,0.5601913121567867,-3.594,0.002000000000000224
204,0.5599598755755406,-3.592,0.0019999999999997797
205,0.5597281874134516,-3.59,0.002000000000000224
206,0.5594962467617194,-3.588,0.0019999999999997797
207,0.5592640527061674,-3.586,0.002000000000000224
208,0.5590316043304915,-3.584,0.0019999999999997797
209,0.5587989007065591,-3.582,0.002000000000000224
210,0.5585659409078618,-3.58,0.0019999999999997797
211,0.5583327239989776,-3.578,0.002000000000000224
212,0.5580992490450757,-3.576,0.0019999999999997797
213,0.5578655151002203,-3.574,0.002000000000000224
214,0.5576315212179166,-3.572,0.0019999999999997797
215,0.5573972664398215,-3.57,0.002000000000000224
216,0.5571627498092536,-3.568,0.0019999999999997797
217,0.5569279703616374,-3.566,0.002000000000000224
218,0.5566929271271219,-3.564,0.0019999999999997797
219,0.5564576191329691,-3.562,0.002000000000000224
220,0.5562220453942222,-3.56,0.0019999999999997797
221,0.5559862049298381,-3.558,0.002000000000000224
222,0.5557500967473668,-3.556,0.0019999999999997797
223,0.5555137198505558,-3.554,0.002000000000000224
224,0.5552770732375214,-3.552,0.0019999999999997797
225,0.5550401559033911,-3.55,0.002000000000000224
226,0.5548029668310157,-3.548,0.0019999999999997797
227,0.5545655050039104,-3.546,0.002000000000000224
228,0.554327769396478,-3.544,0.0019999999999997797
229,0.5540897589826337,-3.542,0.002000000000000224
230,0.553851472725182,-3.54,0.0019999999999997797
231,0.5536129095848538,-3.538,0.002000000000000224
232,0.5533740685111308,-3.536,0.0019999999999997797
233,0.5531349484530275,-3.534,0.002000000000000224
234,0.5528955483521346,-3.532,0.0019999999999997797
235,0.5526558671440229,-3.53,0.002000000000000224
236,0.5524159037599023,-3.528,0.0019999999999997797
237,0.5521756571184993,-3.526,0.002000000000000224
238,0.5519351261421872,-3.524,0.0019999999999997797
239,0.551694309741025,-3.522,0.002000000000000224
240,0.5514532068204666,-3.52,0.0019999999999997797
241,0.5512118162795734,-3.518,0.002000000000000224
242,0.5509701370134861,-3.516,0.0019999999999997797
243,0.5507281679050369,-3.5140000000000002,0.0019999999999997797
244,0.5504859078367333,-3.512,0.002000000000000224
245,0.550243355681178,-3.51,0.002000000000000224
246,0.550000510309691,-3.508,0.0019999999999997797
247,0.5497573705816341,-3.5060000000000002,0.0019999999999997797
248,0.5495139353540739,-3.504,0.002000000000000224
249,0.5492702034712837,-3.502,0.002000000000000224
250,0.5490261737771229,-3.5,0.0019999999999997797
251,0.5487818451070349,-3.498,0.0019999999999997797
252,0.548537216289293,-3.496,0.002000000000000224
253,0.5482922861475854,-3.4939999999999998,0.002000000000000224
254,0.5480470534917792,-3.492,0.0019999999999997797
255,0.5478015171352504,-3.49,0.0019999999999997797
256,0.5475556758777698,-3.488,0.002000000000000224
257,0.5473095285137106,-3.4859999999999998,0.002000000000000224
258,0.5470630738305691,-3.484,0.0019999999999997797
259,0.5468163106109805,-3.482,0.0019999999999997797
260,0.5465692376243442,-3.48,0.002000000000000224
261,0.5463218536390498,-3.4779999999999998,0.002000000000000224
262,0.5460741574122892,-3.476,0.0019999999999997797
263,0.5458261476999907,-3.474,0.0019999999999997797
264,0.5455778232446231,-3.472,0.002000000000000224
265,0.5453291827856804,-3.4699999999999998,0.002000000000000224
266,0.5450802250490281,-3.468,0.0019999999999997797
267,0.5448309487593794,-3.466,0.0019999999999997797
268,0.5445813526316436,-3.464,0.002000000000000224
269,0.5443314353732291,-3.4619999999999997,0.002000000000000224
270,0.5440811956858567,-3.46,0.0019999999999997797
271,0.5438306322566175,-3.458,0.0019999999999997797
272,0.5435797437749679,-3.456,0.002000000000000224
273,0.5433285289159333,-3.4539999999999997,0.002000000000000224
274,0.5430769863484575,-3.452,0.0019999999999997797
275,0.5428251147333212,-3.45,0.0019999999999997797
276,0.5425729127259564,-3.448,0.002000000000000224
277,0.5423203789669664,-3.4459999999999997,0.002000000000000224
278,0.5420675120954273,-3.444,0.0019999999999997797
279,0.5418143107381967,-3.442,0.0019999999999997797
280,0.5415607735199128,-3.44,0.002000000000000224
281,0.5413068990506689,-3.4379999999999997,0.002000000000000224
282,0.5410526859367859,-3.436,0.0019999999999997797
283,0.5407981327691793,-3.434,0.0019999999999997797
284,0.5405432381379733,-3.432,0.002000000000000224
285,0.5402880006212405,-3.4299999999999997,0.002000000000000224
286,0.5400324187890331,-3.428,0.0019999999999997797
287,0.5397764912049089,-3.426,0.0019999999999997797
288,0.5395202164160545,-3.424,0.002000000000000224
289,0.5392635929715416,-3.422,0.0019999999999997797
290,0.5390066194048646,-3.42,0.002000000000000224
291,0.5387492942421163,-3.418,0.0019999999999997797
292,0.5384916160003633,-3.416,0.002000000000000224
293,0.53823358319,-3.414,0.0019999999999997797
294,0.5379751943058714,-3.412,0.002000000000000224
295,0.5377164478395099,-3.41,0.0019999999999997797
296,0.5374573422717541,-3.408,0.002000000000000224
297,0.5371978760724607,-3.406,0.0019999999999997797
298,0.5369380477059166,-3.404,0.002000000000000224
299,0.5366778556253431,-3.402,0.0019999999999997797
300,0.5364172982693114,-3.4,0.002000000000000224
301,0.536156374072665,-3.398,0.0019999999999997797
302,0.535895081459215,-3.396,0.002000000000000224
303,0.5356334188422223,-3.394,0.0019999999999997797
304,0.5353713846273636,-3.392,0.002000000000000224
305,0.5351089772029336,-3.39,0.0019999999999997797
306,0.5348461949580774,-3.388,0.002000000000000224
307,0.53458303626469,-3.386,0.0019999999999997797
308,0.5343194994863565,-3.384,0.002000000000000224
309,0.5340555829759073,-3.382,0.0019999999999997797
310,0.5337912850784312,-3.38,0.002000000000000224
311,0.5335266041227452,-3.378,0.0019999999999997797
312,0.5332615384318147,-3.376,0.002000000000000224
313,0.5329960863178371,-3.374,0.0019999999999997797
314,0.532730246079692,-3.372,0.002000000000000224
315,0.5324640160103176,-3.37,0.0019999999999997797
316,0.5321973943893413,-3.368,0.002000000000000224
317,0.5319303794805919,-3.366,0.0019999999999997797
318,0.5316629695433107,-3.364,0.002000000000000224
319,0.5313951628234291,-3.362,0.0019999999999997797
320,0.5311269575555628,-3.36,0.002000000000000224
321,0.5308583519652591,-3.358,0.0019999999999997797
322,0.5305893442591023,-3.356,0.002000000000000224
323,0.530319932642856,-3.354,0.0019999999999997797
324,0.5300501153037906,-3.352,0.002000000000000224
325,0.5297798904193907,-3.35,0.0019999999999997797
326,0.5295092561550463,-3.348,0.002000000000000224
327,0.5292382106663723,-3.346,0.0019999999999997797
328,0.5289667520917561,-3.344,0.002000000000000224
329,0.5286948785621148,-3.342,0.0019999999999997797
330,0.5284225881954885,-3.34,0.002000000000000224
331,0.5281498790952946,-3.338,0.0019999999999997797
332,0.5278767493579277,-3.336,0.002000000000000224
333,0.5276031970641866,-3.334,0.0019999999999997797
334,0.5273292202779177,-3.332,0.002000000000000224
335,0.5270548170562316,-3.33,0.0019999999999997797
336,0.5267799854419182,-3.328,0.002000000000000224
337,0.5265047234643883,-3.326,0.0019999999999997797
338,0.5262290291420152,-3.324,0.002000000000000224
339,0.5259529004730001,-3.322,0.0019999999999997797
340,0.5256763354532517,-3.32,0.002000000000000224
341,0.5253993320575919,-3.318,0.0019999999999997797
342,0.5251218882496455,-3.316,0.002000000000000224
343,0.5248440019797009,-3.314,0.0019999999999997797
344,0.5245656711859032,-3.312,0.002000000000000224
345,0.5242868937873231,-3.31,0.0019999999999997797
346,0.5240076676940482,-3.308,0.002000000000000224
347,0.5237279908012202,-3.306,0.0019999999999997797
348,0.5234478609873842,-3.304,0.002000000000000224
349,0.523167276122992,-3.302,0.0019999999999997797
350,0.5228862340598811,-3.3,0.002000000000000224
351,0.5226047326315021,-3.298,0.0019999999999997797
352,0.5223227696630987,-3.2960000000000003,0.0019999999999997797
353,0.5220403429626812,-3.294,0.002000000000000224
354,0.5217574503236125,-3.292,0.002000000000000224
355,0.5214740895258463,-3.29,0.0019999999999997797
356,0.5211902583275816,-3.2880000000000003,0.0019999999999997797
357,0.5209059544818261,-3.286,0.002000000000000224
358,0.5206211757198669,-3.284,0.002000000000000224
359,0.5203359197582856,-3.282,0.0019999999999997797
360,0.5200501842987338,-3.2800000000000002,0.0019999999999997797
361,0.5197639670287785,-3.278,0.002000000000000224
362,0.5194772656144319,-3.276,0.002000000000000224
363,0.5191900777112802,-3.274,0.0019999999999997797
364,0.5189024009566536,-3.2720000000000002,0.0019999999999997797
365,0.5186142329699669,-3.27,0.002000000000000224
366,0.5183255713598774,-3.268,0.002000000000000224
367,0.5180364137143618,-3.266,0.0019999999999997797
368,0.5177467576004325,-3.2640000000000002,0.0019999999999997797
369,0.5174566005748391,-3.262,0.002000000000000224
370,0.5171659401750279,-3.26,0.002000000000000224
371,0.5168747739207062,-3.258,0.0019999999999997797
372,0.5165830993163893,-3.2560000000000002,0.0019999999999997797
373,0.5162909138420555,-3.254,0.002000000000000224
374,0.5159982149708444,-3.252,0.002000000000000224
375,0.5157050001500249,-3.25,0.0019999999999997797
376,0.5154112668117194,-3.248,0.0019999999999997797
377,0.5151170123692893,-3.246,0.002000000000000224
378,0.5148222342200252,-3.2439999999999998,0.002000000000000224
379,0.5145269297362799,-3.242,0.0019999999999997797
380,0.514231096278738,-3.24,0.0019999999999997797
381,0.5139347311859868,-3.238,0.002000000000000224
382,0.5136378317770756,-3.2359999999999998,0.002000000000000224
383,0.5133403953565499,-3.234,0.0019999999999997797
384,0.5130424192060717,-3.232,0.0019999999999997797
385,0.5127439005843284,-3.23,0.002000000000000224
386,0.512444836735332,-3.2279999999999998,0.002000000000000224
387,0.5121452248825631,-3.226,0.0019999999999997797
388,0.5118450622282057,-3.224,0.0019999999999997797
389,0.5115443459564255,-3.222,0.002000000000000224
390,0.5112430732241321,-3.2199999999999998,0.002000000000000224
391,0.5109412411781016,-3.218,0.0019999999999997797
392,0.5106388469371792,-3.216,0.0019999999999997797
393,0.5103358876007553,-3.214,0.002000000000000224
394,0.5100323602476192,-3.2119999999999997,0.002000000000000224
395,0.5097282619369758,-3.21,0.0019999999999997797
396,0.5094235897000172,-3.208,0.0019999999999997797
397,0.5091183405530504,-3.206,0.002000000000000224
398,0.508812511487413,-3.2039999999999997,0.002000000000000224
399,0.5085060994713347,-3.202,0.0019999999999997797
400,0.5081991014556874,-3.2,0.0019999999999997797
401,0.5078915143652545,-3.198,0.002000000000000224
402,0.5075833350977894,-3.1959999999999997,0.002000000000000224
403,0.5072745605342476,-3.194,0.0019999999999997797
404,0.506965187530642,-3.192,0.0019999999999997797
405,0.5066552129189454,-3.19,0.002000000000000224
406,0.5063446335094577,-3.1879999999999997,0.002000000000000224
407,0.5060334460831105,-3.186,0.0019999999999997797
408,0.5057216474007054,-3.184,0.0019999999999997797
409,0.505409234202105,-3.182,0.002000000000000224
410,0.5050962031970659,-3.1799999999999997,0.002000000000000224
411,0.5047825510719063,-3.178,0.0019999999999997797
412,0.5044682744914282,-3.176,0.0019999999999997797
413,0.504153370087248,-3.174,0.002000000000000224
414,0.5038378344723667,-3.1719999999999997,0.002000000000000224
415,0.5035216642326901,-3.17,0.0019999999999997797
416,0.5032048559246836,-3.168,0.0019999999999997797
417,0.5028874060855122,-3.166,0.002000000000000224
418,0.5025693112214555,-3.164,0.0019999999999997797
419,0.5022505678083442,-3.162,0.002000000000000224
420,0.5019311723005324,-3.16,0.0019999999999997797
421,0.5016111211232872,-3.158,0.002000000000000224
422,0.5012904106744771,-3.156,0.0019999999999997797
423,0.5009690373255679,-3.154,0.002000000000000224
424,0.5006469974147337,-3.152,0.0019999999999997797
425,0.5003242872552922,-3.15,0.002000000000000224
426,0.5000009031360717,-3.148,0.0019999999999997797
427,0.4996768413105095,-3.146,0.002000000000000224
428,0.4993520980050826,-3.144,0.0019999999999997797
429,0.49902666941927276,-3.142,0.002000000000000224
430,0.4987005517158145,-3.14,0.0019999999999997797
431,0.49837374103436816,-3.138,0.002000000000000224
432,0.4980462334811555,-3.136,0.0019999999999997797
433,0.49771802513078534,-3.134,0.002000000000000224
434,0.49738911203187547,-3.132,0.0019999999999997797
435,0.49705949019827367,-3.13,0.002000000000000224
436,0.4967291556082184,-3.128,0.0019999999999997797
437,0.4963981042134894,-3.126,0.002000000000000224
438,0.49606633193219773,-3.124,0.0019999999999997797
439,0.4957338346497525,-3.122,0.002000000000000224
440,0.4954006082201751,-3.12,0.0019999999999997797
441,0.4950666484591056,-3.118,0.002000000000000224
442,0.49473195115191704,-3.116,0.0019999999999997797
443,0.49439651205407265,-3.114,0.002000000000000224
444,0.49406032688073664,-3.112,0.0019999999999997797
445,0.49372339131529397,-3.11,0.002000000000000224
446,0.4933857010070016,-3.108,0.0019999999999997797
447,0.49304725156393214,-3.106,0.002000000000000224
448,0.49270803856587364,-3.104,0.0019999999999997797
449,0.49236805755242946,-3.102,0.002000000000000224
450,0.4920273040267199,-3.1,0.0019999999999997797
451,0.49168577345993314,-3.098,0.002000000000000224
452,0.4913434612821735,-3.096,0.0019999999999997797
453,0.49100036288176846,-3.094,0.002000000000000224
454,0.4906564736161207,-3.092,0.0019999999999997797
455,0.49031178880132487,-3.09,0.002000000000000224
456,0.4899663037148795,-3.088,0.0019999999999997797
457,0.4896200135975469,-3.086,0.002000000000000224
458,0.4892729136438226,-3.084,0.0019999999999997797
459,0.48892499901314096,-3.082,0.002000000000000224
460,0.48857626482822103,-3.08,0.0019999999999997797
461,0.4882267061636931,-3.078,0.002000000000000224
462,0.4878763180567074,-3.076,0.0019999999999997797
463,0.4875250955041377,-3.074,0.002000000000000224
464,0.4871730334541511,-3.072,0.0019999999999997797
465,0.4868201268191102,-3.07,0.002000000000000224
466,0.48646637046585284,-3.068,0.0019999999999997797
467,0.4861117592159635,-3.066,0.002000000000000224
468,0.48575628785292,-3.064,0.0019999999999997797
469,0.4853999511121654,-3.062,0.002000000000000224
470,0.48504274367936917,-3.06,0.0019999999999997797
471,0.4846846602016719,-3.058,0.002000000000000224
472,0.4843256952776457,-3.056,0.0019999999999997797
473,0.4839658434604248,-3.054,0.002000000000000224
474,0.48360509925732675,-3.052,0.0019999999999997797
475,0.4832434571230651,-3.05,0.002000000000000224
476,0.482880911467207,-3.048,0.0019999999999997797
477,0.4825174566568291,-3.046,0.002000000000000224
478,0.48215308700230725,-3.044,0.0019999999999997797
479,0.4817877967671974,-3.042,0.002000000000000224
480,0.4814215801672035,-3.04,0.0019999999999997797
481,0.48105443136117054,-3.0380000000000003,0.0019999999999997797
482,0.48068634446307956,-3.036,0.002000000000000224
483,0.480317313533222,-3.034,0.002000000000000224
484,0.47994733257679933,-3.032,0.0019999999999997797
485,0.47957639555344383,-3.0300000000000002,0.0019999999999997797
486,0.479204496364959,-3.028,0.002000000000000224
487,0.47883162885369623,-3.026,0.002000000000000224
488,0.47845778681549217,-3.024,0.0019999999999997797
489,0.4780829639879203,-3.0220000000000002,0.0019999999999997797
490,0.47770715405253683,-3.02,0.002000000000000224
491,0.47733035063687934,-3.018,0.002000000000000224
492,0.4769525473047531,-3.016,0.0019999999999997797
493,0.47657373756667576,-3.0140000000000002,0.0019999999999997797
494,0.4761939148787554,-3.012,0.002000000000000224
495,0.4758130726317785,-3.01,0.002000000000000224
496,0.4754312041587397,-3.008,0.0019999999999997797
497,0.47504830273455245,-3.0060000000000002,0.0019999999999997797
498,0.47466436156615,-3.004,0.002000000000000224
499,0.4742793738058382,-3.002,0.002000000000000224
500,0.4738933325403806,-3.0,0.0019999999999997797
501,0.47350623079334103,-2.998,0.0019999999999997797
502,0.4731180615235565,-2.996,0.002000000000000224
503,0.4727288176318847,-2.9939999999999998,0.002000000000000224
504,0.4723384919412016,-2.992,0.0019999999999997797
505,0.4719470772176043,-2.99,0.0019999999999997797
506,0.4715545661574888,-2.988,0.002000000000000224
507,0.47116095138898795,-2.9859999999999998,0.002000000000000224
508,0.4707662254746079,-2.984,0.0019999999999997797
509,0.4703703809007021,-2.982,0.0019999999999997797
510,0.4699734100875072,-2.98,0.002000000000000224
511,0.46957530538915226,-2.9779999999999998,0.002000000000000224
512,0.46917605908055937,-2.976,0.0019999999999997797
513,0.46877566336633336,-2.974,0.0019999999999997797
514,0.4683741103804373,-2.972,0.002000000000000224
515,0.46797139217474104,-2.9699999999999998,0.002000000000000224
516,0.46756750073328124,-2.968,0.0019999999999997797
517,0.4671624279611437,-2.966,0.0019999999999997797
518,0.4667561656860807,-2.964,0.002000000000000224
519,0.46634870565655256,-2.9619999999999997,0.002000000000000224
520,0.4659400395492729,-2.96,0.0019999999999997797
521,0.4655301589482036,-2.958,0.0019999999999997797
522,0.46511905536652864,-2.956,0.002000000000000224
523,0.4647067202317147,-2.9539999999999997,0.002000000000000224
524,0.46429314488940976,-2.952,0.0019999999999997797
525,0.4638783206023744,-2.95,0.0019999999999997797
526,0.463462238543045,-2.948,0.002000000000000224
527,0.4630448898014505,-2.9459999999999997,0.002000000000000224
528,0.462626265385252,-2.944,0.0019999999999997797
529,0.46220635620751416,-2.942,0.0019999999999997797
530,0.46178515309356877,-2.94,0.002000000000000224
531,0.4613626467817863,-2.9379999999999997,0.002000000000000224
532,0.46093882791201163,-2.936,0.0019999999999997797
533,0.46051368703744555,-2.934,0.0019999999999997797
534,0.46008721461694313,-2.932,0.002000000000000224
535,0.45965940101247293,-2.9299999999999997,0.002000000000000224
536,0.45923023648983385,-2.928,0.0019999999999997797
537,0.45879971122505847,-2.926,0.0019999999999997797
538,0.45836781528199966,-2.924,0.002000000000000224
